CRASH_ID,VHCL_ID,PARTIC_ID,PARTIC_DSPLY_SEQ_NO,VHCL_CODED_SEQ_NO,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_HIT_RUN_FLG,PUB_EMPL_FLG,SEX_CD,AGE_VAL,DRVR_LIC_STAT_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_STAT_CD,DRVR_RES_SHORT_DESC,INJ_SVRTY_CD,INJ_SVRTY_SHORT_DESC,SFTY_EQUIP_USE_CD,SFTY_EQUIP_USE_SHORT_DESC,AIRBAG_DEPLOY_IND,MVMNT_CD,MVMNT_SHORT_DESC,CMPSS_DIR_FROM_CD,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,CMPSS_DIR_TO_CD,PARTIC_CMPSS_DIR_TO_SHORT_DESC,NON_MOTRST_LOC_CD,NON_MOTRST_LOC_SHORT_DESC,ACTN_CD,ACTN_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_1_SHORT_DESC,PARTIC_ERR_2_CD,PARTIC_ERR_2_SHORT_DESC,PARTIC_ERR_3_CD,PARTIC_ERR_3_SHORT_DESC,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_1_SHORT_DESC,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_2_SHORT_DESC,PARTIC_CAUSE_3_CD,PARTIC_CAUSE_3_SHORT_DESC,PARTIC_EVNT_1_CD,PARTIC_EVNT_1_SHORT_DESC,PARTIC_EVNT_2_CD,PARTIC_EVNT_2_SHORT_DESC,PARTIC_EVNT_3_CD,BAC_VAL,ALCHL_USE_RPT_IND,DRUG_USE_RPT_IND,MJ_USE_RPT_IND,STRIKG_PARTIC_FLG
1820671,3429354,3907309,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1821929,3431585,3909423,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1821929,3431586,3909424,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1821937,3431601,3909438,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1821937,3431602,3909439,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1826497,3439770,3917497,1,1,1,1,DRVR,0,0,1,80,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,28,NO ROW,,,,,2,NO-YIELD,,,,,,,,,,,0.0,0.0,3.0,0
1826497,3439771,3917498,2,2,1,1,DRVR,0,0,1,66,1.0,OR-Y,1.0,OR<25,2,INJA,6,HELM,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,1.0,FEL/JUMP,,,,,0.0,0.0,3.0,0
1826497,3439772,3917499,3,3,1,1,DRVR,0,0,1,40,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1826737,3440174,3918032,1,1,1,1,DRVR,0,0,1,38,1.0,OR-Y,1.0,OR<25,2,INJA,2,BELT,1.0,,,,,,,,,28,ILLNESS,16,INATTENT,80.0,FAIL LN,81.0,OFF RD,17,ILLNESS,,,,,,,,,,,0.0,0.0,3.0,0
1826737,3440174,3918033,2,1,2,2,PSNG,0,0,2,31,,,,,2,INJA,0,NONE,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1826737,3440174,3918034,3,1,3,2,PSNG,0,0,2,54,,,,,2,INJA,0,NONE,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1826754,3440202,3918066,1,1,1,1,DRVR,0,0,1,50,1.0,OR-Y,1.0,OR<25,2,INJA,2,BELT,0.0,,,,,,,,,38,DISTRACT,52,CARELESS,43.0,TOO CLOSE,16.0,INATTENT,32,CARELESS,7.0,TOO-CLOS,27.0,INATTENT,,,,,,,0.0,0.0,3.0,0
1826754,3440203,3918067,2,2,1,1,DRVR,0,0,1,41,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1826754,3440203,3918068,3,2,2,2,PSNG,0,0,2,43,,,,,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1826754,3440203,3918069,4,2,3,2,PSNG,0,0,1,17,,,,,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1826754,3440203,3918070,5,2,4,2,PSNG,0,0,2,18,,,,,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1826754,3440204,3918071,6,3,1,1,DRVR,0,0,1,46,2.0,OTH-Y,4.0,N-RES,9,NONE,0,NONE,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1829013,3444431,3923250,1,1,1,1,DRVR,0,0,2,16,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,47,BASCRULE,42.0,F/SLO MV,,,1,TOO-FAST,,,,,,,,,,,0.0,0.0,3.0,0
1829013,3444432,3923251,2,2,1,1,DRVR,0,0,2,26,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1829075,3444545,3923389,1,1,1,1,DRVR,1,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,26,REAR-END,,,,,29,F AVOID,,,,,,,,,,,9.0,9.0,9.0,0
1829075,3444546,3923390,2,2,1,1,DRVR,0,0,2,55,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1830267,3446915,3926216,1,1,1,1,DRVR,1,0,1,19,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,88,OTHER,42,F/SLO MV,,,,,10,OTHR-IMP,,,,,,,,,,87.0,,1.0,,0
1830267,3446916,3926217,2,2,1,1,DRVR,0,0,1,66,2.0,OTH-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1830267,3446916,3926218,3,2,2,2,PSNG,0,0,2,71,,,,,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1830275,3446929,3926233,1,1,1,1,DRVR,0,0,2,63,1.0,OR-Y,1.0,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,26,REAR-END,,,,,29,F AVOID,,,,,,,,,,,,,,0
1830275,3446930,3926234,2,2,1,1,DRVR,0,0,2,39,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1831624,3449557,3929424,1,1,1,1,DRVR,0,0,1,27,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,47,BASCRULE,26.0,REAR-END,,,1,TOO-FAST,,,,,,,,,,86.0,0.0,0.0,3.0,0
1831624,3449558,3929425,2,2,1,1,DRVR,0,0,2,57,1.0,OR-Y,2.0,OR>25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1831630,3449568,3929437,1,1,1,1,DRVR,1,0,1,28,1.0,OR-Y,1.0,OR<25,3,INJB,9,UNK,,,,,,,,,,25,FATIGUE,16,INATTENT,80.0,FAIL LN,81.0,OFF RD,16,FATIGUE,,,,,,,,,,,9.0,9.0,9.0,0
1831654,3449611,3929484,1,1,1,1,DRVR,0,0,2,20,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,0.0,,,,,,,,,88,OTHER,11,IMP BACK,80.0,FAIL LN,81.0,OFF RD,10,OTHR-IMP,,,,,,,,,,,0.0,0.0,3.0,0
1831654,3449611,3929485,2,1,2,2,PSNG,0,0,1,23,,,,,3,INJB,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1832931,3451993,3932377,1,1,1,1,DRVR,0,0,1,38,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,51,RECKLESS,42.0,F/SLO MV,,,33,RECKLESS,,,,,,,,,,,,,,0
1832931,3451994,3932378,2,2,1,1,DRVR,0,0,2,30,1.0,OR-Y,1.0,OR<25,4,INJC,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1834433,3454801,3935764,1,1,1,1,DRVR,0,0,2,17,1.0,OR-Y,1.0,OR<25,4,INJC,9,UNK,1.0,,,,,,,,,0,NONE,28,NO ROW,,,,,2,NO-YIELD,,,,,82.0,VEH HID,,,,86.0,0.0,0.0,3.0,0
1834433,3454802,3935765,2,2,1,1,DRVR,0,0,2,74,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,82.0,VEH HID,,,,86.0,0.0,0.0,3.0,0
1834433,3454802,3935766,3,2,2,2,PSNG,0,0,2,74,,,,,4,INJC,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1834512,3454955,3935940,1,1,1,1,DRVR,0,0,1,35,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,2,CUT CORN,,,,,8,IMP-TURN,,,,,,,,,,,0.0,0.0,3.0,0
1834512,3454956,3935941,2,2,1,1,DRVR,0,0,2,39,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1836686,3459041,3940577,1,1,1,1,DRVR,0,0,1,27,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,,,,,,,,,,17,LOSTCTRL,47,BASCRULE,80.0,FAIL LN,81.0,OFF RD,1,TOO-FAST,5.0,LEFT-CTR,,,,,,,,86.0,0.0,0.0,3.0,0
1836796,3459245,3940790,1,1,1,1,DRVR,0,0,1,44,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,0.0,,,,,,,,,38,DISTRACT,16,INATTENT,,,,,27,INATTENT,,,,,,,,,,86.0,0.0,0.0,3.0,0
1836796,3459246,3940791,2,2,1,1,DRVR,0,0,2,25,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1836822,3459289,3940838,1,1,1,1,DRVR,0,0,2,53,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,1.0,,,,,,,,,38,DISTRACT,52,CARELESS,16.0,INATTENT,81.0,OFF RD,32,CARELESS,27.0,INATTENT,,,,,,,,86.0,0.0,0.0,3.0,0
1838357,3462185,3944187,1,1,1,1,DRVR,0,0,2,48,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,38,DISTRACT,16,INATTENT,,,,,27,INATTENT,,,,,,,,,,,0.0,0.0,3.0,0
1838357,3462186,3944188,2,2,1,1,DRVR,0,0,2,37,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1838923,3463303,3945491,1,1,1,1,DRVR,0,0,1,53,2.0,OTH-Y,4.0,N-RES,9,NONE,9,UNK,,,,,,,,,,88,OTHER,47,BASCRULE,,,,,1,TOO-FAST,,,,,,,,,,,,,,0
1838923,3463304,3945492,2,2,1,1,DRVR,0,0,2,57,1.0,OR-Y,1.0,OR<25,4,INJC,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1839017,3463506,3945730,1,1,1,1,DRVR,0,0,2,29,1.0,OR-Y,2.0,OR>25,9,NONE,2,BELT,0.0,,,,,,,,,38,DISTRACT,16,INATTENT,26.0,REAR-END,,,27,INATTENT,29.0,F AVOID,,,,,,,,,0.0,0.0,3.0,0
1839017,3463507,3945731,2,2,1,1,DRVR,0,0,2,66,1.0,OR-Y,2.0,OR>25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1840392,3466272,3948971,1,1,1,1,DRVR,0,0,1,27,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,52,CARELESS,20.0,DIS SGNL,,,32,CARELESS,4.0,DIS SIG,,,,,,,,,0.0,0.0,3.0,0
1840392,3466273,3948972,2,2,1,1,DRVR,0,0,2,18,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1840392,3466273,3948973,3,2,2,2,PSNG,0,0,2,16,,,,,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1840416,3466318,3949027,1,1,1,1,DRVR,0,0,1,39,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,38,DISTRACT,16,INATTENT,,,,,27,INATTENT,,,,,,,,,,,0.0,0.0,3.0,0
1840416,3466319,3949028,2,2,1,1,DRVR,0,0,2,55,3.0,SUSP,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1840416,3466320,3949029,3,3,1,1,DRVR,0,0,1,24,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1840416,3466321,3949030,4,4,1,1,DRVR,0,0,2,52,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1840416,3466322,3949031,5,5,1,1,DRVR,0,0,2,75,1.0,OR-Y,2.0,OR>25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1840456,3466397,3949122,1,1,1,1,DRVR,0,0,2,39,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,,,,,,,,,,17,LOSTCTRL,47,BASCRULE,,,,,1,TOO-FAST,,,,,,,,,,,0.0,0.0,3.0,0
1840558,3466590,3949366,1,1,1,1,DRVR,0,0,1,41,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,47,BASCRULE,,,,,1,TOO-FAST,,,,,,,,,,,,,,0
1840558,3466590,3949367,2,1,2,2,PSNG,0,0,2,15,,,,,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1840558,3466591,3949368,3,2,1,1,DRVR,0,0,1,32,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1842847,3470972,3954623,1,1,1,1,DRVR,0,0,1,71,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,28,NO ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,0
1842847,3470973,3954624,2,2,1,1,DRVR,0,0,1,31,1.0,OR-Y,1.0,OR<25,4,INJC,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1843025,3471302,3955011,1,1,1,1,DRVR,0,0,1,38,2.0,OTH-Y,4.0,N-RES,3,INJB,2,BELT,1.0,,,,,,,,,17,LOSTCTRL,51,RECKLESS,47.0,BASCRULE,81.0,OFF RD,33,RECKLESS,1.0,TOO-FAST,,,,,,,,86.0,0.0,0.0,3.0,0
1843086,3471418,3955144,1,1,1,1,DRVR,0,0,2,23,2.0,OTH-Y,4.0,N-RES,3,INJB,2,BELT,1.0,,,,,,,,,88,OTHER,50,SPEED,80.0,FAIL LN,81.0,OFF RD,30,SPEED,,,,,,,,,,,,1.0,,0
1843086,3471418,3955145,2,1,2,2,PSNG,0,0,2,26,,,,,4,INJC,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1843206,3471640,3955420,1,1,1,1,DRVR,0,0,1,25,1.0,OR-Y,1.0,OR<25,4,INJC,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1843206,3471641,3955421,2,2,1,1,DRVR,0,0,2,37,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,1.0,,,,,,,,,0,NONE,4,L IN TRF,28.0,NO ROW,,,8,IMP-TURN,2.0,NO-YIELD,,,,,,,,,,,,0
1843206,3471641,3955422,3,2,2,2,PSNG,0,0,2,11,,,,,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1847680,3480173,3965636,1,1,1,1,DRVR,0,0,1,61,1.0,OR-Y,4.0,N-RES,2,INJA,2,BELT,,,,,,,,,,28,ILLNESS,80,FAIL LN,81.0,OFF RD,,,17,ILLNESS,,,,,,,,,,,0.0,0.0,3.0,0
1854705,3493353,3981183,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1854705,3493354,3981184,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1854777,3493468,3981296,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,87.0,1.0,,,0
1860302,3503161,3990682,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1860477,3503465,3990975,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1860477,3503466,3990976,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1865679,3512754,3999965,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1865679,3512755,3999966,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1867627,3516131,4003245,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1867627,3516132,4003246,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1869143,3518807,4005844,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1869143,3518808,4005845,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1869149,3518817,4005853,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1869149,3518818,4005854,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1869159,3518832,4005867,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1869159,3518833,4005868,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1869162,3518838,4005873,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1869162,3518839,4005874,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1869202,3518909,4005941,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1870990,3522100,4009018,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1870990,3522101,4009019,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1871012,3522136,4009053,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1871012,3522137,4009054,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1872731,3525134,4011927,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1873047,3525672,4012449,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1873089,3525746,4012524,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
