CRASH_ID,VHCL_ID,PARTIC_ID,PARTIC_DSPLY_SEQ_NO,VHCL_CODED_SEQ_NO,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_HIT_RUN_FLG,PUB_EMPL_FLG,SEX_CD,AGE_VAL,DRVR_LIC_STAT_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_STAT_CD,DRVR_RES_SHORT_DESC,INJ_SVRTY_CD,INJ_SVRTY_SHORT_DESC,SFTY_EQUIP_USE_CD,SFTY_EQUIP_USE_SHORT_DESC,AIRBAG_DEPLOY_IND,MVMNT_CD,MVMNT_SHORT_DESC,CMPSS_DIR_FROM_CD,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,CMPSS_DIR_TO_CD,PARTIC_CMPSS_DIR_TO_SHORT_DESC,NON_MOTRST_LOC_CD,NON_MOTRST_LOC_SHORT_DESC,ACTN_CD,ACTN_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_1_SHORT_DESC,PARTIC_ERR_2_CD,PARTIC_ERR_2_SHORT_DESC,PARTIC_ERR_3_CD,PARTIC_ERR_3_SHORT_DESC,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_1_SHORT_DESC,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_2_SHORT_DESC,PARTIC_CAUSE_3_CD,PARTIC_CAUSE_3_SHORT_DESC,PARTIC_EVNT_1_CD,PARTIC_EVNT_1_SHORT_DESC,PARTIC_EVNT_2_CD,PARTIC_EVNT_2_SHORT_DESC,PARTIC_EVNT_3_CD,BAC_VAL,ALCHL_USE_RPT_IND,DRUG_USE_RPT_IND,MJ_USE_RPT_IND,STRIKG_PARTIC_FLG
1873089,3525747,4012525,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1873212,3525956,4012729,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,0.0,,1.0,,0
1874696,3528476,4015187,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,87.0,,1.0,1.0,0
1874794,3528634,4015342,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1874794,3528635,4015343,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875136,3529181,4015873,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875240,3529349,4016040,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875377,3529572,4016249,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875401,3529611,4016287,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875401,3529612,4016288,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875502,3529780,4016453,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875502,3529781,4016454,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1875535,3529832,4016506,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1875535,3529833,4016507,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1875974,3530532,4017181,1,1,1,1,DRVR,0,0,1,55,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,43,TOO CLOSE,47.0,BASCRULE,,,1,TOO-FAST,7.0,TOO-CLOS,,,,,,,,86.0,0.0,0.0,3.0,0
1875974,3530533,4017182,2,2,1,1,DRVR,0,0,1,38,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1875974,3530534,4017183,3,3,1,1,DRVR,0,0,2,40,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1877186,3532540,4019766,1,1,1,1,DRVR,0,0,1,38,3.0,SUSP,1.0,OR<25,4,INJC,2,BELT,1.0,,,,,,,,,88,OTHER,80,FAIL LN,,,,,5,LEFT-CTR,,,,,,,,,,,0.0,0.0,3.0,0
1877186,3532541,4019767,2,2,1,1,DRVR,0,0,2,43,1.0,OR-Y,1.0,OR<25,2,INJA,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1877186,3532541,4019768,3,2,2,2,PSNG,0,0,2,21,,,,,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1877186,3532541,4019769,4,2,3,2,PSNG,0,0,1,25,,,,,3,INJB,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1877585,3533199,4020576,1,1,1,1,DRVR,0,0,1,57,2.0,OTH-Y,4.0,N-RES,4,INJC,9,UNK,,,,,,,,,,17,LOSTCTRL,47,BASCRULE,81.0,OFF RD,,,1,TOO-FAST,,,,,,,,,,,,,,0
1877868,3533712,4021192,1,1,1,1,DRVR,0,0,1,29,1.0,OR-Y,1.0,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,10,IMP SIG,28.0,NO ROW,,,2,NO-YIELD,8.0,IMP-TURN,,,,,,,,,,,,0
1877868,3533713,4021193,2,2,1,1,DRVR,0,0,1,45,1.0,OR-Y,2.0,OR>25,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1878579,3535026,4022772,1,1,1,1,DRVR,0,0,2,35,3.0,SUSP,1.0,OR<25,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1878579,3535026,4022773,2,1,2,2,PSNG,0,0,2,9,,,,,4,INJC,4,CHILD,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1878579,3535026,4022774,3,1,3,2,PSNG,0,0,2,4,,,,,4,INJC,4,CHILD,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1878579,3535027,4022775,4,2,1,1,DRVR,0,0,2,88,1.0,OR-Y,1.0,OR<25,1,KILL,9,UNK,,,,,,,,,,0,NONE,8,ILLEG U,,,,,8,IMP-TURN,,,,,,,,,,,0.0,0.0,3.0,0
1881027,3539537,4028257,1,1,1,1,DRVR,0,0,2,80,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1881027,3539538,4028258,2,2,1,1,DRVR,0,0,2,77,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,28,NO ROW,,,,,2,NO-YIELD,,,,,82.0,VEH HID,,,,,0.0,0.0,3.0,0
1883736,3544447,4034213,1,1,1,1,DRVR,0,0,1,59,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,50,SPEED,26.0,REAR-END,,,30,SPEED,,,,,,,,,,86.0,0.0,0.0,3.0,0
1883736,3544448,4034214,2,2,1,1,DRVR,0,0,1,43,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,50,SPEED,,,,,30,SPEED,,,,,,,,,,86.0,0.0,0.0,3.0,0
1883736,3544449,4034215,3,3,1,1,DRVR,0,0,1,36,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1883754,3544484,4034261,1,1,1,1,DRVR,0,0,2,36,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1883754,3544484,4034262,2,1,2,2,PSNG,0,0,1,13,,,,,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1883754,3544484,4034263,3,1,3,2,PSNG,0,0,1,6,,,,,4,INJC,4,CHILD,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1883754,3544485,4034264,4,2,1,1,DRVR,0,0,2,45,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,1.0,,,,,,,,,0,NONE,28,NO ROW,,,,,2,NO-YIELD,,,,,,,,,,,0.0,0.0,3.0,0
1883754,3544486,4034265,5,3,1,1,DRVR,0,0,2,73,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1885091,3546982,4037250,1,1,1,1,DRVR,0,0,1,19,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,0.0,,,,,,,,,88,OTHER,42,F/SLO MV,50.0,SPEED,,,40,VIEW OBS,30.0,SPEED,,,132.0,WINDOW HID,,,,,0.0,0.0,3.0,0
1885091,3546983,4037251,2,2,1,1,DRVR,0,0,1,19,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1885134,3547053,4037331,1,1,1,1,DRVR,0,0,2,30,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,38,DISTRACT,16,INATTENT,,,,,27,INATTENT,,,,,,,,,,,0.0,0.0,3.0,0
1885134,3547054,4037332,2,2,1,1,DRVR,0,0,1,56,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1886757,3550024,4040932,1,1,1,1,DRVR,0,0,1,34,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,,,,,,,,,,88,OTHER,44,STRDL LN,,,,,5,LEFT-CTR,,,,,,,,,,86.0,0.0,0.0,3.0,0
1886757,3550025,4040933,2,2,1,1,DRVR,0,0,2,58,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1886774,3550057,4040975,1,1,1,1,DRVR,0,0,1,54,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,,,,,,,,,,88,OTHER,26,REAR-END,,,,,29,F AVOID,,,,,,,,,,,,,,0
1886774,3550058,4040976,2,2,1,1,DRVR,0,0,2,46,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1886778,3550068,4040986,1,1,1,1,DRVR,0,0,1,38,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,,,,,,,,,,0,NONE,43,TOO CLOSE,,,,,7,TOO-CLOS,,,,,,,,,,,0.0,0.0,3.0,0
1886778,3550069,4040987,2,2,1,1,DRVR,0,0,1,66,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1890860,3557672,4050130,1,1,1,1,DRVR,0,0,1,16,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,0.0,,,,,,,,,88,OTHER,50,SPEED,80.0,FAIL LN,81.0,OFF RD,30,SPEED,,,,,,,,,,86.0,0.0,0.0,3.0,0
1890870,3557689,4050150,1,1,1,1,DRVR,0,0,1,34,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,38,DISTRACT,43,TOO CLOSE,47.0,BASCRULE,16.0,INATTENT,7,TOO-CLOS,1.0,TOO-FAST,27.0,INATTENT,,,,,,86.0,0.0,0.0,3.0,0
1890870,3557690,4050151,2,2,1,1,DRVR,0,0,1,22,1.0,OR-Y,1.0,OR<25,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1890870,3557690,4050152,3,2,2,2,PSNG,0,0,2,20,,,,,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1890870,3557690,4050153,4,2,3,2,PSNG,0,0,2,19,,,,,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1892479,3560710,4053812,1,1,1,1,DRVR,0,0,2,73,1.0,OR-Y,1.0,OR<25,3,INJB,9,UNK,,,,,,,,,,0,NONE,28,NO ROW,,,,,2,NO-YIELD,,,,,,,,,,86.0,0.0,0.0,3.0,0
1892479,3560711,4053813,2,2,1,1,DRVR,0,0,2,51,2.0,OTH-Y,4.0,N-RES,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1892529,3560808,4053926,1,1,1,1,DRVR,0,0,1,34,1.0,OR-Y,2.0,OR>25,3,INJB,2,BELT,1.0,,,,,,,,,25,FATIGUE,16,INATTENT,81.0,OFF RD,,,17,ILLNESS,16.0,FATIGUE,,,,,,,,,0.0,0.0,3.0,0
1892533,3560815,4053934,1,1,1,1,DRVR,0,0,1,57,2.0,OTH-Y,4.0,N-RES,3,INJB,2,BELT,0.0,,,,,,,,,0,NONE,52,CARELESS,47.0,BASCRULE,43.0,TOO CLOSE,32,CARELESS,1.0,TOO-FAST,7.0,TOO-CLOS,,,,,,86.0,0.0,0.0,3.0,0
1892533,3560816,4053935,2,2,1,1,DRVR,0,0,2,19,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1892533,3560817,4053936,3,3,1,1,DRVR,0,0,2,21,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1892533,3560817,4053937,4,3,2,2,PSNG,0,0,2,21,,,,,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1893715,3562971,4056495,1,1,1,1,DRVR,0,0,1,30,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,47,BASCRULE,26.0,REAR-END,,,32,CARELESS,1.0,TOO-FAST,27.0,INATTENT,,,,,,,,,,0
1893715,3562972,4056496,2,2,1,1,DRVR,0,0,1,45,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1893771,3563072,4056624,1,1,1,1,DRVR,0,0,1,19,2.0,OTH-Y,4.0,N-RES,4,INJC,2,BELT,0.0,,,,,,,,,0,NONE,26,REAR-END,,,,,29,F AVOID,10.0,OTHR-IMP,27.0,INATTENT,,,,,,,,,,0
1893771,3563073,4056625,2,2,1,1,DRVR,0,0,2,57,2.0,OTH-Y,4.0,N-RES,9,NONE,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1893985,3563439,4057047,1,1,1,1,DRVR,0,0,2,44,1.0,OR-Y,1.0,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,17,LOSTCTRL,47,BASCRULE,80.0,FAIL LN,,,32,CARELESS,1.0,TOO-FAST,15.0,WRNG WAY,,,,,,,,,,0
1893985,3563440,4057048,2,2,1,1,DRVR,0,0,1,28,1.0,OR-Y,1.0,OR<25,3,INJB,2,BELT,1.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1894792,3564866,4058719,1,1,1,1,DRVR,0,0,2,33,2.0,OTH-Y,4.0,N-RES,9,NONE,9,UNK,,,,,,,,,,0,NONE,26,REAR-END,,,,,29,F AVOID,,,,,,,,,,,0.0,0.0,3.0,0
1894792,3564867,4058720,2,2,1,1,DRVR,0,0,2,22,2.0,OTH-Y,1.0,OR<25,4,INJC,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1895597,3566325,4060355,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1895600,3566330,4060360,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1895600,3566331,4060361,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1895699,3566480,4060507,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1895721,3566520,4060549,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1895745,3566564,4060588,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1895745,3566565,4060589,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1897515,3569605,4063549,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1897515,3569606,4063550,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1897688,3569903,4063842,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1897688,3569904,4063843,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1900288,3574373,4068187,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1900288,3574374,4068188,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1900335,3574460,4068275,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1900335,3574461,4068276,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1900365,3574513,4068328,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1900365,3574514,4068329,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,3.0,0
1900411,3574594,4068405,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,0.0,0.0,0.0,0
1900411,3574595,4068406,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,86.0,9.0,9.0,9.0,0
1900909,3575472,4069276,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1900941,3575528,4069330,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1900941,3575529,4069331,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1900954,3575551,4069353,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1900954,3575552,4069354,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1901052,3575715,4069508,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1901052,3575716,4069509,2,2,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
1901073,3575752,4069541,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,0.0,0.0,3.0,0
1901161,3575897,4069675,1,1,1,1,DRVR,0,0,9,0,9.0,UNK,9.0,UNK,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,0
