CRASH_ID,VHCL_ID,VHCL_CODED_SEQ_NO,VHCL_OWNSHP_CD,VHCL_OWNSHP_SHORT_DESC,VHCL_USE_CD,VHCL_USE_SHORT_DESC,VHCL_TYP_CD,VHCL_TYP_SHORT_DESC,EMRGCY_VHCL_USE_FLG,TRLR_QTY,MVMNT_CD,MVMNT_SHORT_DESC,CMPSS_DIR_FROM_CD,VHCL_CMPSS_DIR_FROM_SHORT_DESC,CMPSS_DIR_TO_CD,VHCL_CMPSS_DIR_TO_SHORT_DESC,ACTN_CD,ACTN_SHORT_DESC,VHCL_CAUSE_1_CD,VHCL_CAUSE_1_SHORT_DESC,VHCL_CAUSE_2_CD,VHCL_CAUSE_2_SHORT_DESC,VHCL_CAUSE_3_CD,VHCL_CAUSE_3_SHORT_DESC,VHCL_EVNT_1_CD,VHCL_EVNT_1_SHORT_DESC,VHCL_EVNT_2_CD,VHCL_EVNT_2_SHORT_DESC,VHCL_EVNT_3_CD,VHCL_EVNT_3_SHORT_DESC,VHCL_SPEED_FLG,VHCL_HIT_RUN_FLG,VHCL_SFTY_EQUIP_USED_QTY,VHCL_SFTY_EQUIP_UNUSED_QTY,VHCL_SFTY_EQUIP_USE_UNKNWN_QTY,VHCL_OCCUP_CNT,STRIKG_VHCL_FLG
1775376,3346105,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,0,1,0,1,1
1775376,3346106,2,1,PRVTE,0,NONE,4,SEMI TOW,0,1.0,3,TURN-L,7,W,1,N,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1776087,3347439,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,1,0,0,1,1,1
1776087,3347440,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,6,SLOW DN,,,,,,,,,,,,,0,0,1,0,0,1,0
1777280,3349711,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,1,2,1
1777280,3349712,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,6,SLOW DN,,,,,,,,,,,,,0,0,3,0,0,3,0
1777481,3350078,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,1,N,5,S,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1777481,3350079,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,1,N,5,S,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1777530,3350165,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1777530,3350166,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,0
1779094,3353145,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,15,GO A/STOP,,,,,,,,,,,,,0,0,1,0,0,1,1
1779094,3353146,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1784606,3363458,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1784606,3363459,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,3,0,0,3,0
1788023,3369996,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,7,W,3,E,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1788023,3369997,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,7,W,3,E,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1788045,3370038,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,1
1788045,3370039,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,2,0,0,2,0
1788045,3370040,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,0,0,1,1,0
1788068,3370088,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,1
1788068,3370089,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,22,PREV COL,,,,,,,,,,,,,0,0,2,0,0,2,0
1788068,3370090,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1788139,3370234,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1794003,3381398,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,7,W,3,E,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1794003,3381399,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,1,N,5,S,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1794038,3381468,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1794038,3381469,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,6,SLOW DN,,,,,,,,,,,,,0,0,1,0,0,1,0
1794085,3381558,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1794085,3381559,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1794107,3381597,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,7,W,3,E,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1794136,3381649,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1794136,3381650,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,3,TURN-L,1,N,4,SE,15,GO A/STOP,,,,,,,,,,,,,0,0,2,0,1,3,0
1795504,3384249,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1795504,3384250,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1795511,3384264,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1795511,3384265,2,4,RENTL,0,NONE,5,TRUCK,0,0.0,7,PRKD-P,4,SE,8,NW,8,PAR PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1795631,3384503,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1795631,3384504,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1796435,3386082,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,,1,STRGHT,7,W,3,E,88,OTHER,,,,,,,,,,,,,0,0,1,0,0,1,1
1796435,3386083,2,1,PRVTE,0,NONE,4,SEMI TOW,0,1.0,7,PRKD-P,7,W,3,E,8,PAR PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1796607,3386416,1,1,PRVTE,0,NONE,9,MTRCYCLE,0,,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1796607,3386417,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1796642,3386478,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1796642,3386479,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,,6,STOP,3,E,7,W,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1797516,3388133,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1797516,3388134,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1797707,3388504,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,3,0,0,3,1
1797707,3388505,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,18,EXIT DWY,,,,,,,,,,,,,0,0,2,0,0,2,0
1798149,3389348,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,3,E,7,W,22,PREV COL,,,,,,,,,,,,,0,1,0,0,1,1,1
1798149,3389349,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,7,PRKD-P,3,E,7,W,8,PAR PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1798149,3389350,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,7,PRKD-P,3,E,7,W,8,PAR PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1798149,3389351,4,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,7,PRKD-P,1,N,5,S,8,PAR PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1798422,3389879,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,2,TURN-R,4,SE,1,N,0,NONE,,,,,,,,,,,,,0,0,3,0,0,3,1
1798422,3389880,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,2,TURN-R,4,SE,1,N,52,MERGING,,,,,,,,,,,,,0,0,1,0,0,1,0
1798462,3389955,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,3,E,7,W,15,GO A/STOP,,,,,,,,,,,,,0,0,1,0,0,1,1
1798462,3389956,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,1,N,5,S,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,0
1798541,3390113,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1798541,3390114,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,15,GO A/STOP,,,,,,,,,,,,,0,0,3,0,0,3,0
1803365,3399297,1,0,,0,NONE,1,PSNGR CAR,0,9.0,3,TURN-L,6,SW,8,NW,88,OTHER,,,,,,,,,,,,,0,0,1,0,1,2,1
1803397,3399350,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,0,0,4,4,1
1803397,3399351,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1805193,3402592,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,1,N,5,S,88,OTHER,,,,,,,,,,,,,0,0,2,0,0,2,1
1806353,3404685,1,0,,0,NONE,4,SEMI TOW,0,9.0,1,STRGHT,5,S,1,N,88,OTHER,,,,,,,,,,,,,0,0,1,0,0,1,1
1806494,3404941,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,5,S,1,N,88,OTHER,,,,,,,,,,,,,0,0,1,0,0,1,1
1806494,3404942,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,5,S,1,N,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1807565,3406814,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1807565,3406815,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1809476,3410198,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1810375,3411744,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,7,W,3,E,88,OTHER,,,,,,,,,,,,,0,0,1,0,0,1,1
1810375,3411745,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,7,W,3,E,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1810476,3411912,1,0,,0,NONE,1,PSNGR CAR,0,9.0,2,TURN-R,2,NE,8,NW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1813352,3416905,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,7,AVOIDING,,,,,,,,,,,,,0,0,2,0,0,2,1
1813461,3417084,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,7,W,3,E,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1813461,3417085,2,0,,0,NONE,1,PSNGR CAR,0,9.0,7,PRKD-P,7,W,3,E,8,PAR PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1814427,3418748,1,0,,0,NONE,1,PSNGR CAR,0,9.0,3,TURN-L,1,N,4,SE,15,GO A/STOP,,,,,,,,,,,,,0,0,0,0,1,1,1
1814427,3418749,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,6,0,0,6,0
1815808,3421049,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1815808,3421050,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,8,NW,4,SE,12,STP/L TRN,,,,,,,,,,,,,0,0,0,0,1,1,0
1819814,3427804,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1819814,3427805,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1820036,3428210,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1820036,3428211,2,0,,0,NONE,1,PSNGR CAR,0,9.0,2,TURN-R,4,SE,1,N,6,SLOW DN,,,,,,,,,,,,,0,0,1,0,0,1,0
1820398,3428858,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,8,0,9,1
1820398,3428859,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,3,0,0,3,0
1820671,3429353,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,0,UN,0,UN,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1820671,3429354,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,0,UN,0,UN,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1821929,3431585,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,0,0,1,1,1
1821929,3431586,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,6,SW,2,NE,22,PREV COL,,,,,,,,,,,,,0,0,0,0,1,1,0
1821937,3431601,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,0,0,1,1,1
1821937,3431602,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,6,SW,2,NE,22,PREV COL,,,,,,,,,,,,,0,0,0,0,1,1,0
1826497,3439770,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,2,TURN-R,6,SW,4,SE,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,1
1826497,3439771,2,1,PRVTE,0,NONE,9,MTRCYCLE,0,0.0,1,STRGHT,8,NW,4,SE,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,0
1826497,3439772,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,3,0,0,3,0
1826737,3440174,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,5,S,1,N,0,NONE,,,,,,,,,,,,,0,0,1,2,0,3,1
1826754,3440202,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,1
1826754,3440203,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,22,PREV COL,,,,,,,,,,,,,0,0,4,0,0,4,0
1826754,3440204,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,0,1,0,1,0
1829013,3444431,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,5,S,1,N,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1829013,3444432,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,5,S,1,N,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1829075,3444545,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,1,0,0,1,1,1
1829075,3444546,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1830267,3446915,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,1,0,1,0,0,1,1
1830267,3446916,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,0
1830275,3446929,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1830275,3446930,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,8,NW,4,SE,12,STP/L TRN,,,,,,,,,,,,,0,0,1,0,0,1,0
1831624,3449557,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
