CRASH_ID,VHCL_ID,VHCL_CODED_SEQ_NO,VHCL_OWNSHP_CD,VHCL_OWNSHP_SHORT_DESC,VHCL_USE_CD,VHCL_USE_SHORT_DESC,VHCL_TYP_CD,VHCL_TYP_SHORT_DESC,EMRGCY_VHCL_USE_FLG,TRLR_QTY,MVMNT_CD,MVMNT_SHORT_DESC,CMPSS_DIR_FROM_CD,VHCL_CMPSS_DIR_FROM_SHORT_DESC,CMPSS_DIR_TO_CD,VHCL_CMPSS_DIR_TO_SHORT_DESC,ACTN_CD,ACTN_SHORT_DESC,VHCL_CAUSE_1_CD,VHCL_CAUSE_1_SHORT_DESC,VHCL_CAUSE_2_CD,VHCL_CAUSE_2_SHORT_DESC,VHCL_CAUSE_3_CD,VHCL_CAUSE_3_SHORT_DESC,VHCL_EVNT_1_CD,VHCL_EVNT_1_SHORT_DESC,VHCL_EVNT_2_CD,VHCL_EVNT_2_SHORT_DESC,VHCL_EVNT_3_CD,VHCL_EVNT_3_SHORT_DESC,VHCL_SPEED_FLG,VHCL_HIT_RUN_FLG,VHCL_SFTY_EQUIP_USED_QTY,VHCL_SFTY_EQUIP_UNUSED_QTY,VHCL_SFTY_EQUIP_USE_UNKNWN_QTY,VHCL_OCCUP_CNT,STRIKG_VHCL_FLG
1831624,3449558,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1831630,3449568,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1831654,3449611,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,5,BACK,7,W,3,E,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1832931,3451993,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1832931,3451994,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,0
1834433,3454801,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,3,TURN-L,1,N,4,SE,15,GO A/STOP,,,,,,,,,,,,,0,0,0,0,2,2,1
1834433,3454802,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,0
1834512,3454955,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,3,TURN-L,2,NE,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1834512,3454956,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1836686,3459041,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1836796,3459245,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1836796,3459246,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1836822,3459289,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1838357,3462185,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,4,0,0,4,1
1838357,3462186,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1838923,3463303,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1838923,3463304,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,3,E,7,W,11,STOPPED,,,,,,,,,,,,,0,0,0,0,1,1,0
1839017,3463506,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,3,0,0,3,1
1839017,3463507,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,2,0,0,2,0
1840392,3466272,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,4,0,0,4,1
1840392,3466273,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,0
1840416,3466318,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,1
1840416,3466319,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,0
1840416,3466320,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,0
1840416,3466321,4,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,0
1840416,3466322,5,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1840456,3466397,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1840558,3466590,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1840558,3466591,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1842847,3470972,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,3,TURN-L,4,SE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1842847,3470973,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,0
1843025,3471302,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,2,TURN-R,2,NE,8,NW,88,OTHER,,,,,,,,,,,,,0,0,1,0,0,1,1
1843086,3471418,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,1,2,1
1843206,3471640,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1843206,3471641,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,3,TURN-L,4,SE,6,SW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,0
1847680,3480173,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,0,UN,0,UN,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1847680,3480174,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,7,PRKD-P,4,SE,8,NW,32,PRKOFFRD,,,,,,,,,,,,,0,0,0,0,0,0,0
1854705,3493353,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,6,SW,2,NE,22,PREV COL,,,,,,,,,,,,,0,0,0,0,1,1,1
1854705,3493354,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1854777,3493468,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1860302,3503161,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,0,UN,0,UN,88,OTHER,,,,,,,,,,,,,0,0,1,0,0,1,1
1860477,3503465,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1860477,3503466,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1865679,3512754,1,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,8,NW,4,SE,22,PREV COL,,,,,,,,,,,,,0,0,0,0,2,2,1
1865679,3512755,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,8,NW,4,SE,22,PREV COL,,,,,,,,,,,,,0,0,0,0,1,1,0
1867627,3516131,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1867627,3516132,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1869143,3518807,1,0,,0,NONE,1,PSNGR CAR,0,9.0,2,TURN-R,4,SE,2,NE,52,MERGING,,,,,,,,,,,,,0,0,1,0,0,1,1
1869143,3518808,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,3,0,0,3,0
1869149,3518817,1,0,,0,NONE,1,PSNGR CAR,0,9.0,3,TURN-L,1,N,3,E,15,GO A/STOP,,,,,,,,,,,,,0,0,1,0,0,1,1
1869149,3518818,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1869159,3518832,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1869159,3518833,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,0,0,1,1,0
1869162,3518838,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1869162,3518839,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,0,0,3,3,0
1869202,3518909,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1870990,3522100,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1870990,3522101,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1871012,3522136,1,0,,0,NONE,5,TRUCK,0,9.0,3,TURN-L,5,S,7,W,88,OTHER,,,,,,,,,,,,,0,0,1,0,0,1,1
1871012,3522137,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,1,N,5,S,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1872731,3525134,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1873047,3525672,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,7,AVOIDING,,,,,,,,,,,,,0,0,1,0,0,1,1
1873047,3525673,2,0,,0,NONE,1,PSNGR CAR,0,9.0,7,PRKD-P,4,SE,8,NW,8,PAR PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1873089,3525746,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1873089,3525747,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1873212,3525956,1,0,,0,NONE,1,PSNGR CAR,0,9.0,2,TURN-R,8,NW,6,SW,88,OTHER,,,,,,,,,,,,,0,0,0,0,1,1,1
1874696,3528476,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1874794,3528634,1,0,,0,NONE,1,PSNGR CAR,0,9.0,9,PARKNG,2,NE,6,SW,8,PAR PARK,,,,,,,,,,,,,0,0,1,0,0,1,1
1874794,3528635,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1875136,3529181,1,0,,0,NONE,1,PSNGR CAR,0,9.0,3,TURN-L,4,SE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1875136,3529182,2,0,,0,NONE,1,PSNGR CAR,0,9.0,7,PRKD-P,2,NE,6,SW,9,ANG PARK,,,,,,,,,,,,,0,0,0,0,0,0,0
1875240,3529349,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1875377,3529572,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1875401,3529611,1,0,,0,NONE,1,PSNGR CAR,0,9.0,3,TURN-L,6,SW,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1875401,3529612,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,0
1875502,3529780,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1875502,3529781,2,0,,0,NONE,1,PSNGR CAR,0,9.0,6,STOP,8,NW,4,SE,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1875535,3529832,1,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,0,UN,0,UN,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1875535,3529833,2,0,,0,NONE,1,PSNGR CAR,0,9.0,1,STRGHT,0,UN,0,UN,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,0
1875974,3530532,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,1
1875974,3530533,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,0
1875974,3530534,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1877186,3532540,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1877186,3532541,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,3,0,0,3,0
1877585,3533199,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,3,E,7,W,0,NONE,,,,,,,,,,,,,0,0,0,0,1,1,1
1877868,3533712,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,2,TURN-R,4,SE,2,NE,88,OTHER,,,,,,,,,,,,,0,0,0,0,1,1,1
1877868,3533713,2,1,PRVTE,0,NONE,4,SEMI TOW,0,1.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1878579,3535026,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,3,0,0,3,1
1878579,3535027,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,4,U-TURN,8,NW,8,NW,88,OTHER,,,,,,,,,,,,,0,0,0,0,1,1,0
1881027,3539537,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1881027,3539538,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,15,GO A/STOP,,,,,,,,,,,,,0,0,1,0,0,1,0
1883736,3544447,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,22,PREV COL,,,,,,,,,,,,,1,0,2,0,0,2,1
1883736,3544448,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,6,SW,2,NE,22,PREV COL,,,,,,,,,,,,,0,0,1,0,0,1,0
1883736,3544449,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1883754,3544484,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,3,E,7,W,22,PREV COL,,,,,,,,,,,,,0,0,4,0,0,4,1
1883754,3544485,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,3,TURN-L,1,N,3,E,22,PREV COL,,,,,,,,,,,,,0,0,2,0,1,3,0
1883754,3544486,3,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,7,W,3,E,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,0
1885091,3546982,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,1,0,2,0,0,2,1
1885091,3546983,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,6,SLOW DN,,,,,,,,,,,,,0,0,1,0,0,1,0
1885134,3547053,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1885134,3547054,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,8,NW,4,SE,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1886757,3550024,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1886757,3550025,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1886774,3550057,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,2,NE,6,SW,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1886774,3550058,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,2,NE,6,SW,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1886778,3550068,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
1886778,3550069,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,6,SW,2,NE,11,STOPPED,,,,,,,,,,,,,0,0,1,0,0,1,0
1890860,3557672,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,6,SW,2,NE,0,NONE,,,,,,,,,,,,,1,0,1,0,0,1,1
1890870,3557689,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,4,SE,8,NW,0,NONE,,,,,,,,,,,,,0,0,2,0,0,2,1
1890870,3557690,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,6,STOP,4,SE,8,NW,11,STOPPED,,,,,,,,,,,,,0,0,3,0,0,3,0
1892479,3560710,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,2,TURN-R,6,SW,4,SE,88,OTHER,,,,,,,,,,,,,0,0,0,0,1,1,1
1892479,3560711,2,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,8,NW,4,SE,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,0
1892529,3560808,1,1,PRVTE,0,NONE,1,PSNGR CAR,0,0.0,1,STRGHT,0,UN,0,UN,0,NONE,,,,,,,,,,,,,0,0,1,0,0,1,1
